GENDER,HOME_VALUE,HH_INCOME,NET_WORTH,PRES_KIDS,AGE,HOMEOWNER,CREDIT_RATING,PART_AFFILIATION,CONFIDENCE_LEVEL,BUBBLES,Childrens_Recency_of_Purchase,Fashion_Accessories_and_Beauty_Recency_of_Purchase,Female_and_Male_Apparel_Recency_of_Purchase,High_Ticket_Female_Apparel_Acc_Recency_of_Purchase,High_Ticket_Home_Decor_Recency_of_Purchase,Home_Decor_Recency_of_Purchase,Intimate_Apparel_and_Undergarments_Recency_of_Purchase,Kitchen_and_Bath_Recency_of_Purchase,Male_Apparel_Recency_of_Purchase,Modern_Contemporary_Decor_and_Gifts_Recency_of_Purchase,Other_Recency_of_Purchase,Purchase_Date_Range,TARGET
F,S,S,I,TRUE,65-74,H,C,I,0,Old Money,,,4,1,2,,4,,1,5,,1,0
F,R,Q,I,TRUE,45-54,H,D,D,0,Lowkey Luxe,,,5,,,,,,1,,,1,0
F,U,B,A,TRUE,55-64,R,C,I,0,Pickup Trucks and Politics,,5,,,,,,,,,,1,0
F,Q,O,I,TRUE,65-74,H,B,D,0,Suburban Socialites,,,,5,4,,5,,,5,,4,0
F,R,S,I,TRUE,55-64,H,C,D,0,Suburban Socialites,,5,1,5,1,3,1,4,1,1,,1,0
F,U,P,I,TRUE,45-54,H,A,,0,Lowkey Luxe,,5,1,3,2,5,5,3,4,2,4,1,0
F,,J,I,,65-74,H,,L,0,Silver Sneakers,,,,,,,,,,,,1,0
F,R,Q,I,,65-74,H,B,D,0,Single and Thriving,,,5,,4,4,5,,,,,4,0
F,R,Q,I,,65-74,H,B,D,0,Single and Thriving,,,5,,4,4,5,,,,,4,0
M,Q,R,I,,55-64,H,D,D,0,Suburban Socialites,,,5,,,,,,,,,5,0
M,R,L,I,,75+,H,C,I,0,Smart Singles,5,,,,3,,5,5,3,3,,3,0
M,R,L,I,,75+,H,C,I,0,Smart Singles,5,,,,3,,5,5,3,3,,3,0
F,S,,I,TRUE,75+,H,B,,0,Urban Elites,5,,,,,,,,,,,4,0
F,S,N,I,TRUE,75+,H,B,,0,Silver Sneakers,,1,1,2,2,,4,2,4,,2,1,0
M,Q,O,H,,65-74,H,C,R,0,Country Club Set,,,,,,,,,,,,5,0
F,Q,D,I,,55-64,H,B,I,0,Pickup Trucks and Politics,,3,1,1,5,5,5,,,,,1,0
F,S,O,I,TRUE,65-74,H,C,R,0,Old Money,1,5,5,1,2,3,,2,5,,,1,0
M,Q,N,I,,75+,H,A,D,0,Greatest Generation,5,,,,1,,,,,1,,1,0
F,N,L,H,,75+,H,B,D,0,Golden Era,,5,,,,,,,,,,2,0
F,Q,R,I,TRUE,55-64,H,B,L,0,Suburban Socialites,2,5,1,,2,5,,,,2,,1,0
F,O,Q,H,TRUE,55-64,H,F,I,0,Lowkey Luxe,4,,5,,5,,,5,,5,,2,0
F,M,N,I,TRUE,55-64,H,B,R,0,Country Clout,,,1,,,,,,3,,4,1,0
F,M,N,I,TRUE,55-64,H,B,R,0,Country Clout,,,1,,,,,,3,,4,1,0
F,M,N,I,TRUE,55-64,H,B,R,0,Country Clout,,,1,,,,,,3,,4,1,0
F,Q,O,I,,55-64,H,B,R,0,Wealth Whispers,,4,,,,,,,,,,2,0
F,Q,O,I,TRUE,65-74,H,B,D,0,Old Money,,,5,,4,,5,4,,,,4,0
F,Q,L,I,TRUE,65-74,H,C,D,0,Affluent Acres,5,5,,,,,,,,,,4,0
F,O,N,H,TRUE,65-74,H,B,L,0,Dynamic Duos,5,,,,,,,,,,5,1,0
F,S,O,I,,75+,H,A,D,0,Country Club Set,,5,,,,1,,,,,1,1,0
F,P,H,E,TRUE,35-44,H,F,R,0,Penny Pinching Couples,,,,,,,,,,,,,0
F,S,O,I,,55-64,H,A,D,0,Hometown Heroes,,4,2,1,5,,2,5,,5,,1,0
M,N,H,H,,55-64,H,B,I,0,Modern Family,3,2,,5,,,,,,,,1,0
M,O,N,F,,65-74,H,C,I,0,Retired and Relaxed,,,,,,,5,,5,,,3,0
M,O,N,F,,65-74,H,C,I,0,Retired and Relaxed,,,,,,,5,,5,,,3,0
M,O,N,F,,65-74,H,C,I,0,Retired and Relaxed,,,,,,,5,,5,,,3,0
F,P,N,H,TRUE,35-44,H,F,U,0,Comfortable Couples,,,,,,,,,,,,5,0
F,N,O,I,TRUE,65-74,H,D,D,0,Suburban Socialites,,4,,,,,,,,,,1,0
F,H,L,G,TRUE,75+,H,C,,0,Smart Singles,,,5,,,,5,,,,,2,0
F,P,O,I,,75+,H,C,R,0,Old Money,4,,5,,4,,5,,,4,,1,0
M,Q,R,I,,75+,H,B,R,0,Country Club Set,5,,5,,1,,5,,,1,,1,0
F,U,O,H,TRUE,65-74,H,D,D,0,Suburban Socialites,5,,,,,,,,,,,5,0
F,U,O,H,TRUE,65-74,H,D,D,0,Suburban Socialites,5,,,,,,,,,,,5,0
F,Q,J,G,TRUE,65-74,H,B,I,0,Home for the Holidays,,2,5,5,5,,5,5,5,5,5,1,0
F,Q,Q,I,TRUE,55-64,H,D,D,0,Wealth Whispers,5,,,,5,,,,,5,,2,0
F,Q,O,I,TRUE,55-64,H,C,D,0,Jet Setters,5,3,,,,,4,,,,,3,0
M,R,N,I,,75+,H,B,R,0,Smart Singles,5,,,,,,,,,,,2,0
M,S,Q,I,TRUE,55-64,H,C,D,0,Wealth Whispers,5,,1,5,,,5,,5,,,1,0
F,U,O,A,TRUE,75+,H,C,D,0,Local Legends,,,,,,5,,,,,5,2,0
F,Q,R,I,,65-74,H,A,D,0,Country Club Set,5,,,,4,,,4,,,,1,0
F,Q,R,I,,65-74,H,A,D,0,Country Club Set,5,,,,4,,,4,,,,1,0
F,O,O,H,,65-74,H,C,D,0,Urban Elites,,,,,,,,,,,,,0
M,Q,R,I,TRUE,75+,H,B,,0,Country Club Set,4,,,,5,,,,5,5,,1,0
F,N,F,F,TRUE,35-44,H,D,R,0,Single and Surviving,,,,,,,,,,,,,0
F,Q,Q,H,TRUE,55-64,H,C,D,0,Suburban Socialites,3,1,5,5,5,5,5,,,5,,1,0
F,Q,Q,H,TRUE,55-64,H,C,D,0,Suburban Socialites,3,1,5,5,5,5,5,,,5,,1,0
F,Q,P,I,TRUE,55-64,H,C,R,0,Suburban Socialites,,2,5,,,,5,,,,,1,0
F,R,O,I,TRUE,65-74,H,B,D,0,Urban Elites,,5,,,5,5,,5,,,,1,0
M,R,O,I,,75+,H,B,D,0,Urban Elites,,,,,2,,,2,,,,2,0
F,R,R,I,TRUE,65-74,H,C,D,0,Urban Elites,5,,5,1,3,,5,,,3,,1,0
F,O,O,H,TRUE,75+,H,C,D,0,Old Money,5,5,,,4,,,5,,4,,1,0
F,S,O,I,,75+,H,C,D,0,Country Club Set,4,,,,4,,,,,4,5,1,0
F,N,O,G,TRUE,55-64,H,C,D,0,Single and Thriving,5,5,,,5,,,5,,,,4,0
F,J,L,F,,55-64,H,E,D,0,Country Clout,,5,,,,,,,,,,2,0
M,R,S,I,,65-74,H,B,R,0,Old Money,,,,,2,2,,,1,,,1,0
M,O,Q,H,,75+,H,B,D,0,Country Club Set,5,1,5,,3,,,,1,3,,1,0
M,N,P,E,TRUE,45-54,H,B,D,0,Lowkey Luxe,,4,,,,,,,,,,2,0
M,P,O,I,TRUE,55-64,H,B,D,0,Wealth Whispers,3,4,,,,,,,,,,2,0
M,Q,O,I,TRUE,65-74,H,B,D,0,Old Money,,5,,,,,,,,,,2,0
F,Q,R,I,TRUE,65-74,H,C,D,0,Suburban Socialites,,,,,1,,,,,1,,1,0
F,Q,R,I,TRUE,65-74,H,C,D,0,Suburban Socialites,,,,,1,,,,,1,,1,0
F,N,N,G,,75+,H,A,D,0,Retired and Relaxed,,,,,,,,,,,,1,0
M,Q,Q,I,,75+,H,D,D,0,Country Club Set,,,,2,3,,2,,,3,,2,0
M,Q,Q,I,,75+,H,D,D,0,Country Club Set,,,,2,3,,2,,,3,,2,0
M,Q,Q,I,,75+,H,D,D,0,Country Club Set,,,,2,3,,2,,,3,,2,0
M,Q,Q,I,,75+,H,D,D,0,Country Club Set,,,,2,3,,2,,,3,,2,0
F,U,B,A,TRUE,35-44,R,E,,0,Subway Surfers,,5,,,,,,,,,,4,0
F,Q,S,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,,,,,,,,,,4,0
M,Q,R,I,,65-74,H,B,L,0,Country Club Set,,,,,5,5,,,,,,3,0
M,P,Q,I,,65-74,H,A,D,0,Suburban Socialites,4,,,,5,5,,,,,,4,0
M,Q,R,I,,75+,H,B,L,0,Local Legends,5,,,,,,,,3,,,1,0
F,Q,N,G,,65-74,H,B,I,0,Single Sophisticates,,,,,5,5,5,,,,,5,0
F,P,R,I,TRUE,55-64,H,C,I,0,Wealth Whispers,,5,,,4,4,5,,,,,4,0
F,,O,I,,75+,H,,,0,Senior Elite,,5,,,2,2,,2,,,,2,0
M,S,S,I,,65-74,H,B,D,0,Suburban Socialites,2,5,,,,,,,,,,1,0
M,S,S,I,,65-74,H,B,D,0,Suburban Socialites,2,5,,,,,,,,,,1,0
M,,,H,TRUE,65-74,H,,D,0,Dynamic Duos,,5,,,,,,,4,,,1,0
M,O,N,H,,75+,H,B,L,0,Golden Era,,,,,,,,,,,,1,0
M,R,R,I,TRUE,65-74,H,B,D,0,Country Club Set,5,,,,,,,,,,,2,0
F,Q,O,I,,75+,H,B,D,0,Urban Elites,,,3,,5,5,3,,2,,,1,0
F,Q,O,I,,75+,H,B,D,0,Urban Elites,,,3,,5,5,3,,2,,,1,0
F,Q,N,I,TRUE,55-64,H,B,D,0,Dynamic Duos,5,,,,,,5,,,,,2,0
F,Q,N,I,TRUE,55-64,H,B,D,0,Dynamic Duos,5,,,,,,5,,,,,2,0
F,M,N,E,TRUE,55-64,H,C,R,0,Dynamic Duos,,,2,,,,2,,,,5,1,0
F,M,N,E,TRUE,55-64,H,C,R,0,Dynamic Duos,,,2,,,,2,,,,5,1,0
F,M,N,E,TRUE,55-64,H,C,R,0,Dynamic Duos,,,2,,,,2,,,,5,1,0
M,R,O,H,TRUE,65-74,H,B,D,0,Country Club Set,,5,5,5,1,5,5,5,,3,,1,0
F,L,H,C,TRUE,65-74,H,F,I,0,Blue Collar Boomers,5,,,,,,,,,,,5,0
F,S,N,I,TRUE,75+,H,C,L,0,Greatest Generation,,,,,4,,,,,4,,4,0
M,P,O,H,TRUE,55-64,H,B,D,0,Wealth Whispers,,5,5,,,,5,,,,,2,0
F,O,O,G,TRUE,65-74,H,,D,0,Wealth Whispers,,5,,,2,,,,,2,,1,0
F,O,O,G,TRUE,65-74,H,,D,0,Wealth Whispers,,5,,,2,,,,,2,,1,0
F,K,F,F,TRUE,65-74,H,D,R,0,Melting Pot Medley,5,5,1,,5,,1,,4,5,,1,0
F,M,O,F,TRUE,55-64,H,F,D,0,Wealth Whispers,,4,,,,,,,4,,,4,0
F,R,R,H,TRUE,45-54,H,C,R,0,Minivans and Malls,5,1,3,5,5,5,5,,2,5,,1,0
F,Q,O,I,TRUE,45-54,H,F,R,0,Minivans and Malls,,1,5,,,,3,,4,,,1,0
M,Q,O,I,TRUE,65-74,H,B,R,0,Suburban Socialites,,,2,,1,,5,1,1,2,5,1,0
F,M,Q,G,TRUE,65-74,H,B,R,0,Suburban Socialites,,5,,,5,,,,,5,5,1,0
F,P,O,I,,75+,H,C,R,0,Old Money,,5,,,,,,,,,,5,0
F,J,J,C,,65-74,H,C,D,0,Dynamic Duos,,,,,,,,,,,,3,0
F,P,O,H,TRUE,75+,H,D,R,0,Old Money,5,,5,,1,,,1,,,,1,0
F,M,O,E,TRUE,45-54,H,C,I,0,Lowkey Luxe,,,,,,,,,,,,5,0
F,Q,O,G,TRUE,55-64,H,C,R,0,Suburban Socialites,5,5,5,,,,5,,,,,1,0
F,R,S,I,TRUE,55-64,H,B,D,0,Suburban Socialites,,4,,,1,,,1,,,,1,0
M,N,N,H,,75+,H,E,L,0,Silver Sneakers,,,,,,,,,5,,,3,0
M,N,N,H,,75+,H,E,L,0,Silver Sneakers,,,,,,,,,5,,,3,0
F,Q,O,I,TRUE,65-74,H,A,R,0,Country Club Set,,,,,,,,,,,,1,0
F,P,O,G,TRUE,55-64,H,C,I,0,Wealth Whispers,4,,,,,,,,,,,4,0
F,P,O,G,TRUE,55-64,H,C,I,0,Wealth Whispers,4,,,,,,,,,,,4,0
F,Q,J,F,,55-64,H,B,R,0,Dynamic Duos,5,,,,,,,,,,,5,0
F,M,F,B,,65-74,H,E,I,0,Blue Collar Boomers,,,,,,,,,5,,,1,0
F,S,S,I,TRUE,65-74,H,C,D,0,Old Money,,,,,4,,,4,,,,2,0
F,P,O,H,TRUE,55-64,H,B,I,0,Wealth Whispers,2,,,,,,,,2,,,1,0
F,P,O,H,TRUE,55-64,H,B,I,0,Wealth Whispers,2,,,,,,,,2,,,1,0
F,M,H,H,,75+,H,B,U,0,Mid Century Moderns,,,5,,5,,5,,,5,,1,0
F,S,S,I,,65-74,H,B,N,0,Old Money,,5,2,2,,,,,2,,3,2,0
F,S,S,I,,65-74,H,B,N,0,Old Money,,5,2,2,,,,,2,,3,2,0
F,S,R,I,TRUE,55-64,H,C,R,0,Lowkey Luxe,,5,1,3,3,3,,5,,,,1,0
F,P,B,E,TRUE,45-54,H,D,,0,American Dreamers,,,,,1,,,,3,1,,1,0
F,N,N,I,,65-74,H,B,,0,Silver Sneakers,,,5,,,,,,,,,1,0
F,L,J,E,TRUE,65-74,H,B,I,0,Single Sophisticates,,,,,,,,,,,,4,0
F,M,L,C,,65-74,H,C,D,0,Smart Singles,,5,1,,,,1,5,2,,,1,0
M,,Q,H,,55-64,H,,I,0,Wealth Whispers,,,,,,,,,,,,3,0
M,,Q,H,,55-64,H,,I,0,Wealth Whispers,,,,,,,,,,,,3,0
M,,Q,H,,55-64,H,,I,0,Wealth Whispers,,,,,,,,,,,,3,0
F,O,P,H,TRUE,45-54,H,B,D,0,Lowkey Luxe,,2,,,,,,,,,,2,0
F,P,O,I,TRUE,45-54,H,B,I,0,Lowkey Luxe,,,,,,,,,,,,,0
F,P,O,I,TRUE,45-54,H,B,I,0,Lowkey Luxe,,,,,,,,,,,,,0
F,P,O,I,TRUE,45-54,H,B,I,0,Lowkey Luxe,,,,,,,,,,,,,0
M,Q,L,I,,75+,H,B,R,0,Greatest Generation,,,,,,,,,5,,,4,0
M,Q,L,I,,75+,H,B,R,0,Greatest Generation,,,,,,,,,5,,,4,0
M,U,R,A,TRUE,55-64,H,C,R,0,Wealth Whispers,5,1,5,3,1,5,5,4,5,1,,1,0
F,N,H,G,,65-74,H,C,I,0,Blue Collar Boomers,,,,,,,,,,,,2,0
F,Q,Q,I,TRUE,65-74,H,B,L,0,Old Money,5,4,,,,,,,,,,2,0
F,Q,P,I,TRUE,55-64,H,A,D,0,Wealth Whispers,,4,4,,1,5,,,,1,2,1,0
F,N,N,H,TRUE,55-64,H,A,L,0,Dynamic Duos,1,,1,,1,,,,,1,,1,0
M,Q,O,I,,75+,H,B,R,0,Local Legends,,,,,,,,,,,,1,0
F,O,Q,I,TRUE,45-54,H,C,R,0,Lowkey Luxe,5,3,5,,,,,,,,,3,0
M,S,S,I,TRUE,55-64,H,C,L,0,Wealth Whispers,,4,3,2,4,,,5,1,4,,1,0
M,S,S,I,TRUE,55-64,H,C,L,0,Wealth Whispers,,4,3,2,4,,,5,1,4,,1,0
F,R,S,I,TRUE,65-74,H,D,R,0,Country Club Set,,4,1,1,,,,,4,,5,1,0
F,N,J,G,,75+,H,B,R,0,Golden Era,,,,,,,,,,,,2,0
M,O,O,I,TRUE,55-64,H,B,D,0,Single and Thriving,,4,3,,,,3,,,,,3,0
F,Q,I,H,,65-74,H,C,R,0,Urban Mashup,5,5,,,4,4,5,,,5,,1,0
F,Q,S,I,TRUE,55-64,H,B,R,0,Wealth Whispers,,,,,,,,,,,,,0
F,Q,F,F,TRUE,45-54,H,B,,0,Family Values,,5,,,,,,,,,,2,0
F,Q,S,H,,65-74,H,B,D,0,Senior Society,,,5,,,,3,,,,,1,0
F,P,N,E,TRUE,55-64,H,C,D,0,Dynamic Duos,,,,,,,,,,,,1,0
F,M,L,I,,65-74,H,D,D,0,Retired and Relaxed,,,,,,,,,,,,3,0
F,J,N,G,TRUE,65-74,H,B,,0,Home for the Holidays,,,5,,,,5,,,,5,2,0
F,O,N,H,TRUE,65-74,H,C,R,0,Affluent Acres,,5,5,,,,5,,,,,2,0
M,R,S,I,,65-74,H,B,D,0,Country Club Set,,5,,,1,,,,,1,,1,0
F,Q,O,F,,75+,H,,,0,Urban Elites,,,,,,,,,,,,2,0
F,,N,I,,65-74,H,,L,0,Dynamic Duos,,,,,,,,,,,,,0
M,O,N,H,TRUE,55-64,H,B,R,0,Home for the Holidays,5,,,,,,,,,,,3,0
F,O,N,H,,65-74,H,C,R,0,Single Sophisticates,,,,,,,,,,,,3,0
F,E,B,E,,75+,H,B,D,0,Not in My Backyard,,,,,,,,,,,,1,0
F,Q,O,I,TRUE,65-74,H,B,,0,Suburban Socialites,,4,,,,,,,3,,5,1,0
F,G,H,G,,65-74,H,A,L,0,Back at the Ranch,,,,,,,,,,,,4,0
F,N,L,G,,65-74,H,A,D,0,Affluent Acres,,,,,5,5,,,,5,,1,0
F,Q,J,I,TRUE,65-74,H,B,R,0,Retired and Relaxed,,,,,3,,,,,3,,2,0
F,P,O,H,,75+,H,B,D,0,Senior Society,,,,,,,,,,,,5,0
F,L,O,H,,65-74,H,B,,0,Senior Society,4,1,1,5,3,,1,,,3,,1,0
F,M,O,G,TRUE,75+,H,C,D,0,Local Legends,,,,,5,,,5,5,,,5,0
F,M,O,G,TRUE,75+,H,C,D,0,Local Legends,,,,,5,,,5,5,,,5,0
F,M,O,G,TRUE,75+,H,C,D,0,Local Legends,,,,,5,,,5,5,,,5,0
F,Q,O,I,,75+,H,A,L,0,Country Club Set,,,,,,,,,,,,,0
F,Q,O,I,,75+,H,A,L,0,Country Club Set,,,,,,,,,,,,,0
F,Q,O,I,,75+,H,A,L,0,Country Club Set,,,,,,,,,,,,,0
M,R,O,I,,75+,H,A,R,0,Local Legends,,,3,,,,3,,,,,2,0
F,E,J,G,TRUE,45-54,H,C,R,0,Working for the Weekend,,,1,,,,1,,2,,,1,0
F,S,S,I,,75+,H,B,,0,Local Legends,,,5,1,,,,,,,,1,0
F,U,L,B,,65-74,R,,U,0,Smart Singles,,,,5,,,5,,,,,4,0
F,U,L,B,,65-74,R,,U,0,Smart Singles,,,,5,,,5,,,,,4,0
M,J,N,H,,65-74,H,C,D,0,Silver Sneakers,,5,,,,,,,,,,5,0
M,R,O,I,,75+,H,B,D,0,Senior Society,,,,,,,,,,,,1,0
M,U,N,H,TRUE,55-64,H,C,R,0,Pleasantville,,5,,5,4,5,5,,,4,,1,0
M,Q,L,G,TRUE,45-54,H,C,I,0,Successful Singles,,5,5,,,,,,,,5,2,0
M,H,N,I,TRUE,75+,H,B,D,0,Retired and Relaxed,,,,,,,,,,,,2,0
M,S,P,I,,75+,H,D,D,0,Country Club Set,,,,,,,,,,,,1,0
F,Q,O,H,TRUE,45-54,H,B,R,0,Minivans and Malls,,,,,4,,,,,,,3,0
F,R,R,I,,65-74,H,B,I,0,Country Club Set,,,5,,,,5,,,,,2,0
F,Q,O,I,TRUE,65-74,H,B,D,0,Country Club Set,5,5,,2,,,2,,5,,,2,0
F,O,O,I,TRUE,65-74,H,C,R,0,Country Club Set,,5,,,4,,,4,5,,,4,0
M,R,Q,I,TRUE,55-64,H,B,I,0,Hometown Heroes,,,,,,,,,1,,,1,0
F,U,O,I,TRUE,65-74,H,E,I,0,Suburban Socialites,,5,1,,2,,1,5,3,2,,1,0
F,U,O,I,TRUE,65-74,H,E,I,0,Suburban Socialites,,5,1,,2,,1,5,3,2,,1,0
F,Q,R,I,,75+,H,C,D,0,Country Club Set,,,,,,,,,,,,2,0
F,S,N,H,,65-74,H,B,D,0,Retired and Relaxed,,,,,4,4,,,,,,4,0
F,Q,S,I,TRUE,45-54,H,C,R,0,Minivans and Malls,5,5,4,,3,,,,,3,,2,0
F,Q,B,A,TRUE,75+,H,E,I,0,Blue Collar Boomers,,,,4,5,5,3,,,5,,1,0
F,Q,B,A,TRUE,75+,H,E,I,0,Blue Collar Boomers,,,,4,5,5,3,,,5,,1,0
F,G,L,D,TRUE,55-64,H,G,I,0,Home for the Holidays,,,,,,,,,,,,2,0
F,N,L,F,TRUE,65-74,H,C,D,0,Silver Sneakers,4,,1,,4,,1,,,,,1,0
F,M,O,H,TRUE,55-64,H,B,R,0,Minivans and Malls,1,,,,,,,,,,,1,0
M,N,O,H,TRUE,55-64,H,B,D,0,Suburban Socialites,,,,,,,,,3,,1,1,0
F,Q,Q,I,,75+,H,B,R,0,Local Legends,,,,,,,,,,,,1,0
F,K,P,F,TRUE,55-64,H,B,D,0,Suburban Socialites,,,,,2,2,,,,,,2,0
F,N,J,I,,75+,H,A,I,0,Greatest Generation,,,,,,,,,,,,1,0
F,Q,O,H,TRUE,65-74,H,C,D,0,Country Club Set,5,5,3,,5,,,,,5,,3,0
F,Q,O,H,TRUE,65-74,H,C,D,0,Country Club Set,5,5,3,,5,,,,,5,,3,0
F,Q,O,H,TRUE,65-74,H,C,D,0,Country Club Set,5,5,3,,5,,,,,5,,3,0
F,Q,O,H,TRUE,65-74,H,C,D,0,Country Club Set,5,5,3,,5,,,,,5,,3,0
F,M,N,E,TRUE,45-54,H,G,I,0,Working for the Weekend,,,,,,,,,,,,4,0
M,Q,O,I,TRUE,55-64,H,C,I,0,Hometown Heroes,,,,,,,,,,,,,0
F,R,R,F,TRUE,65-74,H,D,R,0,Suburban Socialites,4,5,3,,5,,,5,,,,2,0
F,U,L,I,TRUE,45-54,R,C,I,0,Successful Singles,,2,5,5,3,,,,5,5,5,2,0
F,U,L,I,TRUE,45-54,R,C,I,0,Successful Singles,,2,5,5,3,,,,5,5,5,2,0
F,U,L,I,TRUE,45-54,R,C,I,0,Successful Singles,,2,5,5,3,,,,5,5,5,2,0
M,N,H,E,TRUE,55-64,H,B,R,0,Urban Mashup,,,,,,,,,,,,,0
M,N,H,E,TRUE,55-64,H,B,R,0,Urban Mashup,,,,,,,,,,,,,0
F,,K,G,TRUE,75+,R,,D,0,Greatest Generation,,,,,,,,,,,,,0
M,R,N,G,,65-74,H,C,I,0,Retired and Relaxed,5,,,,5,5,,,,5,,1,0
F,M,O,G,TRUE,45-54,H,E,R,0,Minivans and Malls,,3,,,,,,,,,,2,0
F,M,O,G,TRUE,45-54,H,E,R,0,Minivans and Malls,,3,,,,,,,,,,2,0
F,S,S,I,TRUE,65-74,H,A,D,0,Hometown Heroes,,4,5,2,2,,2,2,,,2,2,0
F,S,S,I,TRUE,65-74,H,A,D,0,Hometown Heroes,,4,5,2,2,,2,2,,,2,2,0
F,S,S,I,TRUE,65-74,H,A,D,0,Hometown Heroes,,4,5,2,2,,2,2,,,2,2,0
F,,H,F,TRUE,45-54,H,,,0,Family Values,,,,,,,,,,,,5,0
F,R,R,I,TRUE,55-64,H,C,R,0,Minivans and Malls,,,5,5,5,,,,4,5,,2,0
F,R,S,I,TRUE,55-64,H,C,I,0,Suburban Socialites,,1,2,1,1,1,2,3,2,1,4,1,0
F,P,R,G,TRUE,45-54,H,C,D,0,Minivans and Malls,,5,,,3,3,,,,5,,3,0
F,Q,O,G,TRUE,55-64,H,C,R,0,Suburban Socialites,2,,,,5,,,,,5,,1,0
M,J,S,I,TRUE,55-64,H,E,D,0,Patriotic and Proud,,,,,2,,,,5,2,,2,0
F,Q,O,I,TRUE,75+,H,C,L,0,Old Money,,5,5,,,,2,,,,,1,0
M,Q,O,I,TRUE,65-74,H,A,D,0,Country Club Set,,3,,,3,3,,5,,,,1,0
M,Q,O,I,TRUE,65-74,H,A,D,0,Country Club Set,,3,,,3,3,,5,,,,1,0
F,Q,Q,I,,75+,H,A,L,0,Country Club Set,,,,,5,,,5,,,,2,0
F,S,S,H,TRUE,55-64,H,B,R,0,Suburban Socialites,,3,,,5,,,,5,5,,2,0
F,S,S,H,TRUE,55-64,H,B,R,0,Suburban Socialites,,3,,,5,,,,5,5,,2,0
F,Q,L,H,,65-74,H,B,L,0,Smart Singles,,2,,,,,,,,,,2,0
M,N,R,H,,55-64,H,D,I,0,Suburban Socialites,,,,,,,,,3,,,3,0
M,N,R,H,,55-64,H,D,I,0,Suburban Socialites,,,,,,,,,3,,,3,0
F,R,R,I,,75+,H,B,D,0,Country Club Set,,,5,,,,5,3,,,,2,0
F,P,R,I,,65-74,H,B,L,0,Country Club Set,,,,,5,5,,,5,,,1,0
F,,O,I,TRUE,55-64,H,,D,0,Jet Setters,,4,3,2,4,5,5,5,,4,,2,0
F,,D,,TRUE,65-74,R,,D,0,Melting Pot Medley,,,,,,,,,,,,,0
F,,D,,TRUE,65-74,R,,D,0,Melting Pot Medley,,,,,,,,,,,,,0
F,,D,,TRUE,65-74,R,,D,0,Melting Pot Medley,,,,,,,,,,,,,0
F,H,J,E,TRUE,55-64,H,C,D,0,Single Sophisticates,,1,5,,,,5,,,,,1,0
F,M,L,H,TRUE,65-74,H,C,R,0,Smart Singles,,3,3,,5,,,,,5,,2,0
F,P,N,F,TRUE,55-64,H,G,R,0,Single Sophisticates,5,,,,5,,,5,,,,5,0
M,Q,Q,I,TRUE,35-44,H,B,D,0,Life in the Fast Lane,5,4,,,,,,,5,,,2,0
,,,I,,,,,,2,Affluent Acres,,,,,,,,,,,,,0
F,L,O,G,TRUE,55-64,H,B,D,0,Suburban Socialites,,,,,,,,,,,,,0
F,L,O,G,TRUE,55-64,H,B,D,0,Suburban Socialites,,,,,,,,,,,,,0
F,E,N,G,TRUE,65-74,H,B,D,0,Affluent Acres,,,,5,4,,3,5,,,,3,0
F,E,N,G,TRUE,65-74,H,B,D,0,Affluent Acres,,,,5,4,,3,5,,,,3,0
F,,L,H,,75+,H,,R,0,Greatest Generation,,,2,5,2,,5,5,,2,5,2,0
F,Q,N,H,TRUE,55-64,H,B,L,0,Home for the Holidays,,,,,5,5,,,,,,1,0
F,J,L,A,TRUE,35-44,H,C,D,0,Pleasantville,,,,,,,,,,,,5,0
F,L,O,G,TRUE,65-74,H,C,R,0,Country Club Set,,3,5,,,,5,,,,,3,0
F,L,O,G,TRUE,65-74,H,C,R,0,Country Club Set,,3,5,,,,5,,,,,3,0
M,O,O,H,TRUE,35-44,H,B,I,0,Patriotic and Proud,,,,,,,,,1,,,1,0
F,O,O,G,TRUE,65-74,H,D,D,0,Country Club Set,,,,,,,,,,,,2,0
F,K,N,H,TRUE,65-74,H,B,R,0,Silver Sneakers,,,,,5,,,,,5,,1,0
M,I,N,F,,65-74,H,B,D,0,Country Clout,,,,,,,,,,,,5,0
F,E,N,H,,75+,H,D,I,0,Retired and Relaxed,,,,,,,,,,,,,0
F,O,N,I,,75+,H,A,D,0,Greatest Generation,,,,,,,,,,,,4,0
F,E,N,G,,65-74,H,C,,0,Home for the Holidays,,,,,,,5,,,,,1,0
F,J,N,G,,65-74,H,D,D,0,Retired and Relaxed,,,,,,,,,4,,,1,0
F,R,S,I,TRUE,55-64,H,B,D,0,Suburban Socialites,,2,,,3,5,,3,2,3,,1,0
M,L,N,H,,65-74,H,B,R,0,Retired and Relaxed,5,,,,,,,,,,,4,0
M,H,F,A,TRUE,65-74,H,B,D,0,Pickup Trucks and Politics,,4,,,,,3,,,,,2,0
M,N,O,G,TRUE,65-74,H,D,D,0,Senior Society,,5,3,,5,,,5,3,,,1,0
F,I,N,G,,65-74,H,B,D,0,Retired and Relaxed,,,,,5,,,,1,,,1,0
F,U,B,A,TRUE,65-74,R,D,D,0,Back at the Ranch,,,,,,,,,,,,,0
